"cod","id","ano","econo_bov","AtvTotal","AtvCirc","PasCirc","PatLiq","CxOper","RecLiq","VrMerc","LAIR","LucroLiquido","LucroBruto","LiqBolsa"
"FRIO3","2061","2017","Bens industriais",1278901,867460,841297,57475,151164,985748,172484,-16814,-23921,162991,0.00112
"MTSA4","875","2015","Bens industriais",415828,323765,153558,202687,38766,221961,122458,22255,16587,56996,5e-04
"MTSA4","875","2016","Bens industriais",316950,227803,97290,211494,16669,218018,91199,17859,13436,50204,0.00051
"MTSA4","875","2017","Bens industriais",272053,183119,42651,219917,18576,240177,145540,15376,13143,55614,0.0017
"MILS3","2201","2015","Bens industriais",1637957,435541,218904,962231,200346,576106,334572,-128718,-97801,232327,0.1129
"MILS3","2201","2016","Bens industriais",1510747,472258,193755,997949,133071,396617,677634,-144392,-99408,82994,0.10801
"MILS3","2201","2017","Bens industriais",1223576,232426,165439,846580,24494,291265,714029,-202516,-138381,1307,0.08182
"BEEF3","2093","2015","Consumo não cíclico",8312048,5014622,3043383,-384069,959266,9524797,2553516,-745916,-800712,1922858,0.23829
"BEEF3","2093","2016","Consumo não cíclico",8959148,5659280,2811028,520623,582107,9648670,2861706,250580,194870,1885342,0.23958
"BEEF3","2093","2017","Consumo não cíclico",11905325,7351851,3947230,71077,588213,12103789,2349587,-201101,-281023,2237053,0.28858
"MNPR3","1376","2015","Consumo não cíclico",214986,35529,353073,-254009,27679,207304,35501,-11096,-11087,46740,0.00221
"MNPR3","1376","2016","Consumo não cíclico",208152,27435,372014,-267329,23166,196298,21655,-13332,-13320,36907,0.00079
"MNPR3","1376","2017","Consumo não cíclico",171925,28144,351871,-292668,6540,190423,20235,-26200,-25339,35800,0.00074
"MMXM3","1791","2015","Materiais básicos",405371,319433,882231,-734155,6768,367,37307,97061,95966,-492,0.00575
"MMXM3","1791","2016","Materiais básicos",186186,109026,567846,-473429,3640,2723,36008,415594,412903,-7521,0.01162
"MMXM3","1791","2017","Materiais básicos",168726,88468,623758,-501529,-14004,454,19204,-29407,-28100,-20,0.00261
"MRVE3","2091","2015","Consumo cíclico",11392309,6819612,3050474,4775614,1028036,4763038,3829260,698596,547581,1438637,0.56975
"MRVE3","2091","2016","Consumo cíclico",12327013,7120084,2924359,5183729,576052,4249049,4827505,668476,557114,1386779,0.79065
"MRVE3","2091","2017","Consumo cíclico",14558500,8315552,3249980,5541762,332400,4759888,6645394,805195,653402,1612139,0.82492
"MULT3","2098","2015","Financeiro e outros",7014259,786435,540258,4181259,656113,1065030,7137202,442531,362185,823773,0.58414
"MULT3","2098","2016","Financeiro e outros",7954446,897945,717024,4450170,650914,1109950,11204799,442315,311941,848886,0.55057
"MULT3","2098","2017","Financeiro e outros",8644402,1299500,699364,5185089,714820,1156379,14126510,438624,369401,883058,0.57924
"MPLU3","2194","2015","Consumo cíclico",1794494,1671863,1533716,260778,490753,2261753,6048468,717426,479741,704334,0.22115
"MPLU3","2194","2016","Consumo cíclico",1751446,1648551,1494213,256099,536337,2199284,5476353,756609,513803,752020,0.21752
"MPLU3","2194","2017","Consumo cíclico",1721500,1617884,1468074,239757,565034,2309768,5674651,744370,517196,747285,0.18659
"MNDL3","531","2015","Consumo cíclico",887634,206622,429126,-21214,10288,404148,14827,-42473,-52018,132095,0.00019
"MNDL3","531","2016","Consumo cíclico",952144,210665,518558,-60479,21764,421202,25985,-42091,-41264,137391,0.00056
"MNDL3","531","2017","Consumo cíclico",977889,213268,787055,-139216,-22817,437123,56507,-130946,-79158,150745,0.00029
"NATU3","1955","2015","Consumo não cíclico",9394981,6018706,4572920,1028186,1578025,7899002,10107371,875370,513513,5483012,0.52981
"NATU3","1955","2016","Consumo não cíclico",8421579,4802900,4177899,996385,778634,7912664,9905552,426859,296699,5465705,0.57698
"NATU3","1955","2017","Consumo não cíclico",14957462,7056309,6912005,1634746,1153305,9852708,14229288,971192,670251,6941631,0.63264
"ODPV3","2012","2015","Saúde",1195650,479853,277316,651602,237090,1249691,4991078,326917,220946,667163,0.38659
"ODPV3","2012","2016","Saúde",1358010,582291,307352,693575,196299,1365039,6689055,305467,215990,693235,0.35132
"ODPV3","2012","2017","Saúde",1389568,626227,425923,923242,289483,1437283,8448731,745397,502919,1042123,0.28193
"OIBR3","1131","2015","Telecomunicações",97014806,38067009,25574071,13215664,-1053671,27353765,1551439,-5700704,-4934908,12045131,0.14993
"OIBR3","1131","2016","Telecomunicações",82171198,26706577,60749243,11664609,3100320,25996423,1717757,-3236328,-6943506,9147716,0.25631
"OIBR3","1131","2017","Telecomunicações",68639036,23747748,67891607,-13805980,4401758,23789654,2427725,-5557540,-6365019,8803404,0.1453
"OSXB3","2134","2015","Petróleo, gás e biocombustíveis",8270933,4089110,7337693,-2776922,23612,414197,46885,-392896,-979760,76100,0.01009
"OSXB3","2134","2016","Petróleo, gás e biocombustíveis",1687484,31532,454355,-2845933,-1255425,1093,47221,-1445823,-1402945,-6237,0.00227
"OSXB3","2134","2017","Petróleo, gás e biocombustíveis",1743785,9423,445183,-3536617,-29566,10629,24114,-502657,-501902,10629,0.00029
"OFSA3","2350","2015","Saúde",693371,378377,149994,380181,15509,534045,1887441,87267,69192,297361,0.00708
"OFSA3","2350","2016","Saúde",775576,379922,142959,376334,42202,456587,1510572,-13350,-5206,226083,0.00312
"OFSA3","2350","2017","Saúde",810227,407296,276517,405879,99503,505281,1294776,49558,38108,266569,0.00247
"PCAR4","1482","2015","Consumo não cíclico",47241000,24960000,25273000,10354000,4632000,69220000,11112532,70000,265000,16286000,0.99385
"PCAR4","1482","2016","Consumo não cíclico",45217000,31651000,27582000,9860000,-1304000,41454000,14554904,-47000,-482000,9521000,0.66385
"PCAR4","1482","2017","Consumo não cíclico",47928000,33220000,28992000,10333000,1895000,44634000,21022690,779000,619000,10703000,0.6033
"PEAB3","1870","2015","Financeiro e outros",596641,261111,59121,445384,33827,287208,351255,36728,25804,70457,1e-05
"PEAB3","1870","2016","Financeiro e outros",642643,318327,74608,507694,31905,313929,416469,57748,67210,92596,0
"PEAB3","1870","2017","Financeiro e outros",649347,276709,69455,519253,38150,353778,482464,60118,36981,115842,2e-05
"PMAM3","939","2015","Materiais básicos",5306234,3453792,3797334,344476,-449881,5374268,702135,171467,134786,411215,0.04006
"PMAM3","939","2016","Materiais básicos",3544412,1813036,2890104,257010,-469834,4586455,485112,-129304,-373168,349868,0.03181
"PMAM3","939","2017","Materiais básicos",4211491,2493482,1328981,888522,113646,3508460,1095366,-529088,-135770,244565,0.04738
"PDGR3","2047","2015","Consumo cíclico",10958045,4850657,6567223,1934255,768670,1824301,80184,-2800181,-2764382,-42055,0.17472
"PDGR3","2047","2016","Consumo cíclico",4651014,2704206,5807432,-3372201,-325683,247228,58538,-5432293,-5307817,-725753,0.07623
"PDGR3","2047","2017","Consumo cíclico",2968868,2178330,3459827,-3198942,252469,458253,111666,952838,173221,25901,0.12883
"RPMG3","998","2015","Petróleo, gás e biocombustíveis",368995,165433,919366,-1572780,-636,710127,243666,-482634,-482634,-124308,0.00388
"RPMG3","998","2016","Petróleo, gás e biocombustíveis",640725,449970,1952751,-2137825,942,711544,488009,-565283,-565283,-189115,0.00379
"RPMG3","998","2017","Petróleo, gás e biocombustíveis",1039210,853363,2745287,-2329765,7902,548247,534712,-191901,-191901,-21873,0.00231
"PETR4","951","2015","Petróleo, gás e biocombustíveis",900135000,169581000,111572000,254731000,86407000,321638000,101315519,-41229000,-34836000,98576000,694402
"PETR4","951","2016","Petróleo, gás e biocombustíveis",804945000,145907000,81167000,250230000,89709000,282589000,209377550,-10703000,-14824000,89978000,676554
"PETR4","951","2017","Petróleo, gás e biocombustíveis",831515000,155909000,82535000,263985000,86467000,283695000,216044789,6174000,-446000,91595000,534559
"PRIO3","2218","2015","Petróleo, gás e biocombustíveis",1177037,899822,85423,914105,-20171,253071,161554,104894,110421,-41386,0.03175
"PRIO3","2218","2016","Petróleo, gás e biocombustíveis",1082369,781580,79620,834152,114000,397871,286358,252951,241622,-10597,0.00546
"PRIO3","2218","2017","Petróleo, gás e biocombustíveis",1270244,849655,216852,883130,49087,533922,1024061,48658,50851,98858,0.02375
"PTNT4","953","2015","Consumo cíclico",456321,194325,151407,155328,10235,238681,91288,10891,3174,42240,0.00011
"PTNT4","953","2016","Consumo cíclico",402863,182377,134710,149667,10273,207677,86003,15160,6592,37313,0.00016
"PTNT4","953","2017","Consumo cíclico",426871,207167,158896,169292,24467,203734,168163,13829,6169,32193,0.00167
"PLAS3","1347","2015","Consumo cíclico",638763,101985,525535,66732,150440,480774,10338,-135208,-198348,34140,0.00192
"PLAS3","1347","2016","Consumo cíclico",581418,84692,715897,-185104,60228,351385,21272,-244650,-251836,-35499,0.00054
"PLAS3","1347","2017","Consumo cíclico",533380,73729,631166,-257051,20008,389175,28826,-146532,-71947,22034,0.00049
"FRTA3","1965","2015","Consumo não cíclico",110110,37980,85854,2067,-12365,37352,33284,-31621,-31092,-7439,0.00121
"FRTA3","1965","2016","Consumo não cíclico",92735,24699,22414,-41681,-8992,45510,46216,-18877,-18368,-3191,0.00026
"FRTA3","1965","2017","Consumo não cíclico",64655,8895,63904,-61733,3761,44730,17196,-20661,-20051,-4424,0.00012
"PSSA3","1665","2015","Financeiro e outros",23175407,17920029,13601800,6459191,1041700,15457182,9307605,1412131,1001517,15457182,0.34227
"PSSA3","1665","2016","Financeiro e outros",25356707,19135427,14305435,6999066,520461,16134566,8696582,1338012,915599,16134566,0.30005
"PSSA3","1665","2017","Financeiro e outros",28683957,21563767,15325066,7714364,1314404,16894102,11745235,1532686,1100867,16894102,0.25535
"PTBL3","1377","2015","Bens industriais",1351893,639604,439490,231846,-45134,1060395,326485,76381,52652,396202,0.00532
"PTBL3","1377","2016","Bens industriais",1237360,535369,409155,238448,138942,1016400,321733,-5887,2125,363202,0.01496
"PTBL3","1377","2017","Bens industriais",1252008,522623,414310,285048,102736,1023937,870105,80992,64136,417020,0.05872
"POSI3","2036","2015","Tecnologia da informação",1919040,1550611,1101281,576395,80693,1843191,144889,-79742,-79881,347157,0.01193
"POSI3","2036","2016","Tecnologia da informação",1822893,1415468,1072596,559245,68975,1746015,239167,9666,8838,506406,0.02301
"POSI3","2036","2017","Tecnologia da informação",1733859,1411332,1090782,506375,112580,1913608,268129,-43987,-47551,493349,0.03661
"PFRM3","2034","2015","Saúde",2282159,1642637,1187526,667946,59265,3465143,203953,-19823,-21182,436969,0.01213
"PFRM3","2034","2016","Saúde",2712233,1692956,1156942,758956,-107293,4084669,526270,-52418,-48963,625253,0.01504
"PFRM3","2034","2017","Saúde",2619492,1645464,1576748,745932,-51826,4100711,559555,-153614,-112720,700968,0.02076
"PRML3","2148","2015","Bens industriais",7510528,709441,353894,2937065,-487659,101572,2638597,-328825,-212470,35108,0.07834
"PRML3","2148","2016","Bens industriais",7808106,569068,226987,3149020,-101262,143551,2876530,-418513,-262773,-22428,0.03854
"PRML3","2148","2017","Bens industriais",7449509,372735,184375,2192725,-57113,232739,4297874,-784572,-983202,-2221,0.03128
"QGEP3","2236","2015","Petróleo, gás e biocombustíveis",3430263,1337343,157967,2689165,431472,496192,1503279,75710,93613,243338,0.16924
"QGEP3","2236","2016","Petróleo, gás e biocombustíveis",3563420,1433910,254532,2779647,341772,476454,1374353,167855,152898,235722,0.14897
"QGEP3","2236","2017","Petróleo, gás e biocombustíveis",3931342,2277177,308842,3110110,428777,501726,2782885,434619,357375,274012,0.11196
"QUAL3","2249","2015","Saúde",3434432,710948,476831,1989850,570179,1730159,3875546,400783,227126,1274358,0.90501
"QUAL3","2249","2016","Saúde",3589787,892784,728650,2063510,621293,1964404,5304003,460434,404727,1461762,0.70798
"QUAL3","2249","2017","Saúde",3531358,1034181,407464,2366895,534648,2075289,8850873,583154,370710,1577907,0.88941
"RADL3","525","2015","Saúde",4699201,2685844,1648766,2633809,501695,8897849,11683067,435902,340206,2714560,0.73956
"RADL3","525","2016","Saúde",5659303,3427783,2184684,2909787,555529,11256565,20163856,595216,447685,3504143,0.87124
"RADL3","525","2017","Saúde",6464249,3928204,2493779,3222513,628840,13212505,30267547,686544,511163,3988000,0.87684
"RAPT4","1410","2015","Bens industriais",5183866,3198537,1511424,1277333,157627,3099402,681853,-6085,-24628,640927,0.14417
"RAPT4","1410","2016","Bens industriais",4868291,3038140,1239669,1413157,445657,2623976,1069532,1081,-67205,520907,0.21439
"RAPT4","1410","2017","Bens industriais",4970681,3109734,1587906,1432243,455898,2936758,2231520,153944,46712,697004,0.22503
"RCSL4","1257","2015","Bens industriais",35212,1069,77428,-103982,-2407,592,7334,-17106,-17093,203,0.00072
"RCSL4","1257","2016","Bens industriais",47984,815,67429,-81636,-38584,0,54300,-29823,-29806,0,0.00258
"RCSL4","1257","2017","Bens industriais",37470,1174,45130,-116106,-20365,35,22061,-39295,-36900,35,0.03058
"REDE3","319","2015","Utilidade pública",12936780,3634755,2740604,2340903,643821,8036332,2133606,161555,409115,883344,5e-05
"REDE3","319","2016","Utilidade pública",13926696,3641414,3157528,2908483,1101079,7739833,4826803,169554,159716,1087181,5e-05
"REDE3","319","2017","Utilidade pública",14925113,4029500,3416920,2988357,678582,8977152,5967838,292442,111229,1175023,0.00121
"RNEW11","2163","2015","Utilidade pública",6023461,550630,1497006,2627916,177282,409830,2752073,338649,118192,196445,0.005
"RNEW11","2163","2016","Utilidade pública",5901136,135860,3346901,1955598,-133363,483137,721631,-1155105,-1101472,29524,0.00526
"RNEW11","2163","2017","Utilidade pública",2929337,143538,1750936,779808,-337965,734098,938268,-1246189,-1139535,57430,0.02744
"RDNI3","2045","2015","Consumo cíclico",1705574,1142891,467720,818450,-860,557327,189524,30831,6748,164161,0.00579
"RDNI3","2045","2016","Consumo cíclico",1578022,916105,364705,734483,-53256,385984,229930,-60239,-75726,38024,0.00201
"RDNI3","2045","2017","Consumo cíclico",1160096,603078,382864,641375,180397,289715,259462,-82383,-93191,11377,0.00087
"RSID3","1630","2015","Consumo cíclico",5260789,2118695,3020281,1226071,205533,1226141,53561,-532268,-558066,140191,0.08776
"RSID3","1630","2016","Consumo cíclico",4817364,1997946,2671432,714635,-212872,538002,45192,-527731,-514373,34875,0.03238
"RSID3","1630","2017","Consumo cíclico",3840053,1457182,2001806,376604,37529,326028,120345,-355615,-338891,-68464,0.05833
"SBSP3","1444","2015","Utilidade pública",33706614,3450333,3740316,13716606,2641400,11711569,12938842,587529,536279,3450806,0.4783
"SBSP3","1444","2016","Utilidade pública",36745034,3823635,4302508,15419211,3003592,14098208,19678249,4129054,2947098,5085088,0.81837
"SBSP3","1444","2017","Utilidade pública",39546444,4574085,4771880,17513009,3301882,14608233,23464894,3503614,2519310,5829270,0.73441
"SAPR11","1862","2015","Utilidade pública",8244675,738383,741501,4180307,872250,2971185,1640232,540314,438444,1626023,0
"SAPR11","1862","2016","Utilidade pública",9454119,1307240,967318,4808673,1096717,3477525,5260366,789585,626847,2032417,0
"SAPR11","1862","2017","Utilidade pública",10122671,1239214,1256643,5152654,1353848,3869401,5836532,914073,686172,2313266,0.03233
"CTSA3","408","2015","Consumo cíclico",423235,221688,141916,250550,-6777,339573,91913,-34294,-21051,46570,6e-05
"CTSA3","408","2016","Consumo cíclico",435999,198846,150600,247420,18677,376607,63510,-5241,-3158,61546,0.00011
"CTSA3","408","2017","Consumo cíclico",513960,211794,182697,262641,29881,418543,142747,21206,19944,92196,0.00027
"STBP3","1789","2015","Bens industriais",2018451,374037,253931,1407218,167557,964320,1663066,-14219,-18129,259913,0
"STBP3","1789","2016","Bens industriais",1893843,318463,284389,1389132,121738,834101,1583873,-22279,-19910,124790,0.01337
"STBP3","1789","2017","Bens industriais",2764690,403414,342327,1330820,107589,824052,2240302,-31175,-5321,177691,0.07588
"SCAR3","1378","2015","Financeiro e outros",3058115,350713,163508,1259448,180070,477209,1290783,193549,163116,389557,0.00642
"SCAR3","1378","2016","Financeiro e outros",3056224,327642,191343,1323260,29353,450238,1422290,133324,76229,358624,0.0107
"SCAR3","1378","2017","Financeiro e outros",2985242,498691,201551,1402661,17452,552424,2427000,160003,119226,371878,0.01017
"SMTO3","2051","2015","Consumo não cíclico",7123640,1770246,1223322,2485795,220537,1649531,5176731,100116,125369,457571,0.14098
"SMTO3","2051","2016","Consumo não cíclico",7709193,2303725,1408398,3020877,240390,1763842,6576973,168384,164426,471571,0.2253
"SMTO3","2051","2017","Consumo não cíclico",9286464,3262689,1772737,3375083,483269,2321358,6894379,430439,338371,784489,0.25107
"SLED4","1047","2015","Consumo cíclico",1750734,1338522,846456,524494,-37199,1772815,131562,-180322,93704,562028,0.02754
"SLED4","1047","2016","Consumo cíclico",1333877,984664,672003,491822,252458,1737563,159427,-58419,-49804,594279,0.01905
"SLED4","1047","2017","Consumo cíclico",1399185,962503,740362,422022,36636,1724886,120449,-67447,-52009,574801,0.02728
"SHUL4","1466","2015","Bens industriais",1003959,620872,218101,437847,126431,648090,468028,64490,48099,179557,0.00322
"SHUL4","1466","2016","Bens industriais",936439,579421,240305,456788,79261,579706,268759,35511,30650,134177,0.00797
"SHUL4","1466","2017","Bens industriais",1077513,708182,216916,487196,44794,686769,437765,52841,40120,158937,0.01406
"SNSL3","2279","2015","Tecnologia da informação",98204,64254,14801,66082,1906,75304,102421,9346,9800,27219,0.00298
"SNSL3","2279","2016","Tecnologia da informação",155324,44996,36803,70249,33729,84558,154951,11331,8282,28934,0.00427
"SNSL3","2279","2017","Tecnologia da informação",157501,52075,34172,75607,9249,134909,299147,9757,7464,50736,0.00509
"SEER3","2322","2015","Consumo cíclico",1848588,497460,270766,757233,77060,1020261,961235,172543,161065,542805,0.16764
"SEER3","2322","2016","Consumo cíclico",2018564,702195,365048,950400,287770,1125380,2330683,235893,230448,613994,0.12274
"SEER3","2322","2017","Consumo cíclico",2507874,1265461,295187,1508390,356598,1231785,4333000,201915,197475,675140,0.2338
"CSNA3","403","2015","Materiais básicos",48649974,16430691,5325571,7664747,5069163,15331852,5428532,1804575,1617793,3532094,0.74384
"CSNA3","403","2016","Materiais básicos",44153623,12444918,5496683,6194528,275918,17148949,14724894,-576951,-934747,4508907,122032
"CSNA3","403","2017","Materiais básicos",45209970,11881496,10670050,7027373,571851,18524601,11372775,520338,10272,4928460,104081
"SSBR3","2235","2015","Financeiro e outros",4900842,340059,241638,2418541,162575,331180,1236538,268280,97119,251461,0.0127
"SSBR3","2235","2016","Financeiro e outros",4988081,312112,224856,2476695,162708,342294,1316783,323295,96314,257932,0.02016
"SSBR3","2235","2017","Financeiro e outros",5325661,509367,316565,2585116,170941,354856,1937344,319120,138421,271740,0.02394
"SLCE3","2074","2015","Consumo não cíclico",5309633,2176848,1747970,2205708,274832,1761581,1596523,166654,122528,433121,0.06742
"SLCE3","2074","2016","Consumo não cíclico",5453376,2332168,1838376,2451035,305651,1659649,1405836,-4161,29945,246468,0.09006
"SLCE3","2074","2017","Consumo não cíclico",5293685,2250339,1662232,2513199,371612,2219901,2561139,500990,356341,677296,0.10761
"ABRE11+SEDU3","2255","2015","Consumo cíclico",3668231,1576411,942824,922751,80863,1183640,3560083,-12922,-607355,734612,0.07866
"ABRE11+SEDU3","2255","2016","Consumo cíclico",3476280,1568925,1437999,833953,405000,1869054,2050818,-109640,-70948,984553,0.0036
"ABRE11+SEDU3","2255","2017","Consumo cíclico",3749169,1818201,1262657,846319,24834,1871583,3834629,41883,11394,1041156,0.00763
"SPRI3","1096","2015","Financeiro e outros",91465,37472,10990,69614,3100,45260,30354,-21066,-17482,4954,5e-05
"SPRI3","1096","2016","Financeiro e outros",72695,14393,5274,64187,-34415,53489,23187,-1553,-3578,9054,0.00015
"SPRI3","1096","2017","Financeiro e outros",48929,25532,1780,43400,2605,3708,24004,-21061,-20787,526,4e-05
"SGPS3","2096","2015","Consumo cíclico",2598336,1453226,850696,1068500,-78900,2267095,144500,35570,22464,609960,0.00555
"SGPS3","2096","2016","Consumo cíclico",2629673,1360494,816551,1023136,243,2311271,212500,-64594,-7482,618970,0.00695
"SGPS3","2096","2017","Consumo cíclico",2721418,1344555,762881,1149507,53999,2198695,540500,-4341,21043,577559,0.0231
"SULA11","2112","2015","Financeiro e outros",20047606,14254549,8048038,4411779,586809,15064382,6219408,1121129,734297,1680930,0.35717
"SULA11","2112","2016","Financeiro e outros",21808563,15953890,8374982,5026780,48806,16274044,6025627,1139589,695257,1653921,0.29583
"SULA11","2112","2017","Financeiro e outros",23449518,17014304,8803882,5622862,-220244,17762196,6917224,1255962,773252,2027645,0.29374
"SUZB3","1398","2015","Materiais básicos",28259985,6589019,3510574,9192081,2350709,10224361,20340586,-1358521,-925354,4040115,0
"SUZB3","1398","2016","Materiais básicos",29399313,8029506,3829874,10143494,3003175,9882313,15480755,2418193,1691998,3310691,0
"SUZB3","1398","2017","Materiais básicos",28522982,6796875,3708363,11621554,2949994,10520790,20409181,2239065,1807433,4071322,0.12177
"TAEE11","2025","2015","Utilidade pública",8862458,2082212,1008424,4377065,1684987,1542465,5770358,1069370,909423,1423978,0.30622
"TAEE11","2025","2016","Utilidade pública",8410617,1954878,1074367,4307588,1613393,1391074,7144909,970338,862066,1241878,0.42961
"TAEE11","2025","2017","Utilidade pública",8054820,1946797,644778,4347552,1472808,1077059,7234530,703664,648285,879282,0.64896
"TRPN3","2171","2015","Financeiro e outros",73580,72474,11266,62314,20383,75251,395944,27067,19193,75251,0.00296
"TRPN3","2171","2016","Financeiro e outros",54811,54186,6432,48192,8094,55025,264690,11282,6320,55025,0.00143
"TRPN3","2171","2017","Financeiro e outros",64457,63109,11385,52777,14150,47085,131877,15615,9430,47085,0.0031
"TECN3","2251","2015","Consumo cíclico",776169,429632,115974,462706,54940,397293,279820,31056,22015,206778,0.01698
"TECN3","2251","2016","Consumo cíclico",742508,383634,121764,463773,51451,360873,278274,1855,-1936,169580,0.00643
"TECN3","2251","2017","Consumo cíclico",714867,338824,104091,463950,20925,340077,274409,-4340,-1919,155073,0.01045
"TCSA3","2043","2015","Consumo cíclico",3712812,2107312,1258696,1677149,269239,1271749,473761,322148,237551,326978,0.11397
"TCSA3","2043","2016","Consumo cíclico",3128240,1701223,1052165,1420976,43706,341077,576720,-450402,-448981,-77711,0.07125
"TCSA3","2043","2017","Consumo cíclico",2319137,1069069,599545,1049061,145968,307989,682256,-526082,-520652,-111185,0.09316
"TCNO4","1120","2015","Bens industriais",241030,44579,112245,17508,3337,79337,16242,2897,506,12593,0.01364
"TCNO4","1120","2016","Bens industriais",243385,39584,115254,16873,-1592,17527,9644,-126,-635,4476,0.00293
"TCNO4","1120","2017","Bens industriais",224583,39112,125408,2310,14362,1609,18655,-14563,-14563,-3944,0.00931
"TOYB4","1413","2015","Consumo cíclico",31139,22210,35393,-16423,2904,17192,5745,-35653,-35653,743,5e-05
"TOYB4","1413","2016","Consumo cíclico",28299,16278,43267,-28773,-9138,7981,16017,-8850,-8850,-424,0.001
"TOYB4","1413","2017","Consumo cíclico",15670,7251,56511,-50312,-12853,14044,14484,-21539,-21539,1789,0.00122
"TGMA3","2080","2015","Bens industriais",909304,449610,209648,365363,112010,1122564,309907,11176,9930,148110,0.03433
"TGMA3","2080","2016","Bens industriais",828122,375977,250848,375077,84359,923891,507061,26799,13826,142551,0.03125
"TGMA3","2080","2017","Bens industriais",837851,374680,193112,448806,85002,1083975,1306226,117493,103763,233932,0.08256
"TEKA4","1122","2015","Consumo cíclico",883757,48592,1757147,-1174874,1102,141602,6206,-129082,-130449,38453,0.00063
"TEKA4","1122","2016","Consumo cíclico",949582,62732,1940000,-1309737,-8626,158619,3529,-133203,-133952,33982,0.00015
"TEKA4","1122","2017","Consumo cíclico",970346,54355,2112042,-1478057,3203,132023,3546,-168329,-168359,27968,0.00033
"TELB4","1125","2015","Telecomunicações",2554529,443670,382673,-218758,62031,45092,256267,-235633,-235633,-117059,0.00121
"TELB4","1125","2016","Telecomunicações",3059928,442716,97490,-500103,-180419,56054,310339,-270834,-270883,-103622,0.01114
"TELB4","1125","2017","Telecomunicações",3129521,419920,154585,-563010,-28423,16370,417911,-62175,-62175,-31544,0.00739
"VIVT4","1767","2015","Telecomunicações",101685064,17909303,17981713,68567242,9897205,40286815,59065822,4393456,3420249,19941739,120206
"VIVT4","1767","2016","Telecomunicações",102066259,18398995,20438575,69244419,11440825,42508459,69460848,5134722,4085242,21685445,123338
"VIVT4","1767","2017","Telecomunicações",101382835,16731666,17862531,69461358,12641060,43206832,77879696,5730773,4608790,22934302,101584
"TESA3","2035","2015","Consumo não cíclico",2396399,628300,1236401,1022039,86153,931127,142416,-198435,-161500,50573,0.01836
"TESA3","2035","2016","Consumo não cíclico",2102087,444993,464787,977636,69143,842275,179140,-164126,-148078,1321,0.00936
"TESA3","2035","2017","Consumo não cíclico",2222459,536320,588274,991920,14427,796315,266739,-42048,7350,114671,0.00535
"TXRX4","754","2015","Consumo cíclico",182857,47581,463049,-380223,936,76309,7967,-148740,-149018,7027,9e-05
"TXRX4","754","2016","Consumo cíclico",183946,50130,562096,-464809,5959,86151,9540,-84565,-84730,25088,0.00017
"TXRX4","754","2017","Consumo cíclico",178094,48783,332520,-303497,2662,84949,9838,96847,96717,24982,0.00022
"TIMP3","1763","2015","Telecomunicações",35403652,12033273,8658406,16933044,4278206,17138851,16602823,2979839,2071145,8831994,0.76647
"TIMP3","1763","2016","Telecomunicações",34655680,10107399,7281555,17187513,4992248,15617413,18950453,1013316,750427,7924007,0.55525
"TIMP3","1763","2017","Telecomunicações",32600365,7607388,7224437,18151184,5404112,16233959,31694541,1435516,1234507,8493809,0.61458
"SHOW3","2245","2015","Consumo cíclico",836384,559702,491346,269368,168971,550979,209253,25396,20947,108971,0.00735
"SHOW3","2245","2016","Consumo cíclico",538390,283411,194006,285473,-80499,792454,378006,46502,26592,134082,0.00794
"SHOW3","2245","2017","Consumo cíclico",697484,472498,329162,323523,86355,652895,495882,69830,44354,134724,0.02378
"TOTS3","1999","2015","Tecnologia da informação",2662075,1157673,658683,1237686,313167,1908737,5071495,254834,195529,1202268,0.36242
"TOTS3","1999","2016","Tecnologia da informação",2443912,951736,624197,1221188,260508,2183786,3926813,175521,152658,1307008,0.31804
"TOTS3","1999","2017","Tecnologia da informação",2493625,1038346,619286,1261394,329772,2227330,4884198,104152,92981,1363854,0.22357
"TRPL4","1837","2015","Utilidade pública",7338703,898826,422311,5336205,530891,1287130,7194804,609582,504430,711804,0.23539
"TRPL4","1837","2016","Utilidade pública",15066999,1680344,597971,10118390,135026,7789240,10306916,7283246,4932312,7294267,0.35494
"TRPL4","1837","2017","Utilidade pública",17252173,2643709,789104,10984717,566858,2701193,10495565,1981105,1365512,2107915,0.27343
"TRIS3","2113","2015","Consumo cíclico",959648,734987,284492,510055,46832,379555,207469,33032,19111,110342,0.0016
"TRIS3","2113","2016","Consumo cíclico",871065,597062,234937,504174,146437,302468,211822,9348,2594,86605,0.00081
"TRIS3","2113","2017","Consumo cíclico",939490,669528,233467,521971,62360,441677,298742,45028,34992,126125,0.00607
"TPIS3","1933","2015","Bens industriais",5468390,1170535,2707050,1342144,477165,2452892,804489,221385,67686,771819,0.01665
"TPIS3","1933","2016","Bens industriais",4974355,1067203,2207383,975591,819466,1543003,550017,-244328,-318608,555641,0.01469
"TPIS3","1933","2017","Bens industriais",4589036,659850,2168117,1205340,449733,1492741,582984,-232088,-6636,464575,0.08523
"TUPY3","634","2015","Bens industriais",5751180,2741313,1209405,2409665,490825,3426996,2696129,336804,220126,650141,0.06908
"TUPY3","634","2016","Bens industriais",4769806,2277197,1044562,2007132,280299,3255310,1731578,-236996,-181455,464799,0.12009
"TUPY3","634","2017","Bens industriais",4609156,2132763,1290540,1983318,268670,3706151,2631249,133937,153401,606185,0.1399
